index,id,owner,price
0,11400,0x15462d01Fad3833d72AFEc3d9B063F78A7Cf87E0,3333000000000
1,150,0xAE28c856345a07c83be2e5074955C0be5FEb2Be8,333330000000
2,0,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,333000000000
3,22800,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,333330000000
4,22799,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
5,22498,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
6,22497,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
7,22196,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
8,22346,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
9,22648,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
10,22344,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
11,22343,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
12,22644,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
13,22493,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
14,22795,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
15,22189,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
16,22339,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
17,22491,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
18,22641,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
19,22793,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
20,22639,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
21,22488,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
22,22336,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
23,22637,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
24,22486,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
25,22184,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
26,22030,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
27,22179,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
28,22330,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
29,22482,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
30,22784,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
31,22029,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
32,22335,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
33,22630,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
34,22479,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
35,22478,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
36,22628,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
37,22328,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
38,22177,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
39,22176,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
40,22173,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
41,22323,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
42,22780,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
43,22634,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
44,22781,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
45,22474,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
46,22624,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
47,22472,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
48,22622,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
49,22470,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
50,22014,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
51,22013,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
52,22012,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
53,22011,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
54,22162,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
55,22314,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
56,22313,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
57,22464,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
58,22761,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
59,22611,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
60,22459,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
61,22309,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
62,22615,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
63,22319,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
64,22759,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
65,22607,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
66,22456,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
67,22304,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
68,22454,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
69,22302,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
70,22452,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
71,22603,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
72,22753,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
73,22033,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000
74,22650,0x15462d01Fad3833d72AFEc3d9B063F78A7Cf87E0,333000000000
75,22653,0x71FFFA78feabF54B1C550bf5fE53D290485a604d,0
76,22499,0x71FFFA78feabF54B1C550bf5fE53D290485a604d,0
77,22651,0x71FFFA78feabF54B1C550bf5fE53D290485a604d,0
78,22500,0x71FFFA78feabF54B1C550bf5fE53D290485a604d,0
79,3800,0x15462d01Fad3833d72AFEc3d9B063F78A7Cf87E0,5000000000
80,22652,0x71FFFA78feabF54B1C550bf5fE53D290485a604d,1
81,22348,0x71FFFA78feabF54B1C550bf5fE53D290485a604d,100
82,1,0xF5DBd20a5345C7EAfC92038eFeBEE3C85F6b9B68,100000000000
83,5344,0xF5DBd20a5345C7EAfC92038eFeBEE3C85F6b9B68,10000000000
84,3952,0x15462d01Fad3833d72AFEc3d9B063F78A7Cf87E0,5000000000
85,5193,0xF5DBd20a5345C7EAfC92038eFeBEE3C85F6b9B68,10000000000
86,4104,0x15462d01Fad3833d72AFEc3d9B063F78A7Cf87E0,5000000000
87,5042,0xF5DBd20a5345C7EAfC92038eFeBEE3C85F6b9B68,10000000000
88,4891,0xF5DBd20a5345C7EAfC92038eFeBEE3C85F6b9B68,10000000000
89,13916,0x15462d01Fad3833d72AFEc3d9B063F78A7Cf87E0,2000000000
90,14067,0x15462d01Fad3833d72AFEc3d9B063F78A7Cf87E0,2000000000
91,4892,0xF5DBd20a5345C7EAfC92038eFeBEE3C85F6b9B68,10000000000
92,14218,0x15462d01Fad3833d72AFEc3d9B063F78A7Cf87E0,2000000000
93,5044,0xF5DBd20a5345C7EAfC92038eFeBEE3C85F6b9B68,10000000000
94,4894,0xF5DBd20a5345C7EAfC92038eFeBEE3C85F6b9B68,10000000000
95,14068,0x15462d01Fad3833d72AFEc3d9B063F78A7Cf87E0,2000000000
96,13918,0x15462d01Fad3833d72AFEc3d9B063F78A7Cf87E0,2000000000
97,14069,0x15462d01Fad3833d72AFEc3d9B063F78A7Cf87E0,2000000000
98,14220,0x15462d01Fad3833d72AFEc3d9B063F78A7Cf87E0,2000000000
99,11551,0xF5DBd20a5345C7EAfC92038eFeBEE3C85F6b9B68,100000000000
100,14222,0x15462d01Fad3833d72AFEc3d9B063F78A7Cf87E0,2000000000
101,11249,0xF5DBd20a5345C7EAfC92038eFeBEE3C85F6b9B68,100000000000
102,11401,0xF5DBd20a5345C7EAfC92038eFeBEE3C85F6b9B68,100000000000
103,14071,0x15462d01Fad3833d72AFEc3d9B063F78A7Cf87E0,2000000000
104,11399,0xF5DBd20a5345C7EAfC92038eFeBEE3C85F6b9B68,100000000000
105,13765,0x15462d01Fad3833d72AFEc3d9B063F78A7Cf87E0,2000000000
106,13767,0x15462d01Fad3833d72AFEc3d9B063F78A7Cf87E0,2000000000
107,4895,0xF5DBd20a5345C7EAfC92038eFeBEE3C85F6b9B68,10000000000
108,13769,0x15462d01Fad3833d72AFEc3d9B063F78A7Cf87E0,2000000000
109,5046,0xF5DBd20a5345C7EAfC92038eFeBEE3C85F6b9B68,10000000000
110,5197,0xF5DBd20a5345C7EAfC92038eFeBEE3C85F6b9B68,10000000000
111,5348,0xF5DBd20a5345C7EAfC92038eFeBEE3C85F6b9B68,10000000000
112,11248,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000000
113,22167,0x15462d01Fad3833d72AFEc3d9B063F78A7Cf87E0,100000000
114,11550,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000000
115,11552,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000000
116,11250,0x763B280eBFeEfE5Fd6c6522e09A10FC511461ab8,100000000000
117,10488,0xF5DBd20a5345C7EAfC92038eFeBEE3C85F6b9B68,200000000000
118,75,0x15462d01Fad3833d72AFEc3d9B063F78A7Cf87E0,200000000000
119,5048,0xF5DBd20a5345C7EAfC92038eFeBEE3C85F6b9B68,10000000000
120,18755,0x71FFFA78feabF54B1C550bf5fE53D290485a604d,1
121,18756,0x71FFFA78feabF54B1C550bf5fE53D290485a604d,1
122,18757,0x71FFFA78feabF54B1C550bf5fE53D290485a604d,1
123,18758,0x71FFFA78feabF54B1C550bf5fE53D290485a604d,1
124,18759,0x71FFFA78feabF54B1C550bf5fE53D290485a604d,1
125,18761,0x71FFFA78feabF54B1C550bf5fE53D290485a604d,1
126,18916,0x71FFFA78feabF54B1C550bf5fE53D290485a604d,1
